"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
20 0.958032098728718 2 67 "GO:0000790" "nuclear chromatin" 0.999163011449963
-539 0.649765914590066 2 7 "GO:0000791" "euchromatin" 0.926794704463243
-723 0.303676709286236 2 20 "GO:0000792" "heterochromatin" 0.834757838084491
878 0.0705222782161476 2 42 "GO:0000793" "condensed chromosome" 0.62130382977309
766 0.190004067700101 4 29 "GO:0000794" "condensed nuclear chromosome" 0.737662666927896
38 0.976615370012399 6 6 "GO:0000795;GO:0099086" "synaptonemal complex" 0.99922212943145
1460 0.141895791129979 4 10 "GO:0000796" "condensin complex" 0.728927867600409
-2421 0.0849051456572679 5 5 "GO:0000800" "lateral element" 0.629428628997529
-122 0.746255807319375 4 70 "GO:0000922" "spindle pole" 0.965070420406457
-729 0.0806698882258735 5 57 "GO:0000932" "P-body" 0.629428628997529
1126 0.310696058735177 2 8 "GO:0000935" "division septum" 0.838453747545615
3091 0.00539864415979874 2 8 "GO:0000938" "GARP complex" 0.214551244281947
-130 0.926598132233111 4 5 "GO:0000939" "condensed chromosome inner kinetochore" 0.995159893948086
1957 0.0489205135433458 2 10 "GO:0000974" "Prp19 complex" 0.578240470082347
-782 0.0122890018530745 3 102 "GO:0001518;GO:0034706" "voltage-gated sodium channel complex" 0.315773917181175
30 0.968224252347938 2 18 "GO:0001669" "acrosomal vesicle" 0.99922212943145
468 0.577266423127842 5 14 "GO:0001673;GO:0043073" "germ cell nucleus" 0.898857651421876
412 0.530244721676575 4 23 "GO:0001726" "ruffle" 0.898857651421876
-1364 0.0141620165842867 2 32 "GO:0001750" "photoreceptor outer segment" 0.334790072052538
-930 0.349260127451547 3 10 "GO:0001891" "phagocytic cup" 0.856758049263334
-1016 0.331993829618043 3 9 "GO:0001917" "photoreceptor inner segment" 0.853079796975058
230 0.869817855243014 2 5 "GO:0002178" "palmitoyltransferase complex" 0.978657464361175
-7 0.961969126082959 1 503 "GO:0005576" "extracellular region" 0.999163011449963
-246 0.701354932692911 2 24 "GO:0005604;GO:0062023" "basement membrane" 0.940215718276791
-455 0.0355691682452852 2 215 "GO:0005615" "extracellular space" 0.568145363053069
241 0.31489359824177 2 174 "GO:0005618;GO:0030312" "cell wall" 0.838780650756781
-2225 0.0251769926044572 4 10 "GO:0005619;GO:0031160" "ascospore wall" 0.471573161478023
33 0.895036616736001 2 161 "GO:0005622" "intracellular" 0.986878060617494
-2103 0.00580849392303072 2 17 "GO:0005628" "prospore membrane" 0.214551244281947
265 0.416080170097398 2 94 "GO:0005635" "nuclear envelope" 0.863193433908619
769 0.360097564189115 2 14 "GO:0005637" "nuclear inner membrane" 0.856758049263334
-1270 0.322081247571365 4 6 "GO:0005639;GO:0031229;GO:0044453" "nuclear membrane part" 0.846000076954119
193 0.880605161232458 4 6 "GO:0005641" "nuclear envelope lumen" 0.978657464361175
106 0.773582821857086 4 73 "GO:0005643" "nuclear pore" 0.969207171366251
260 0.0962801991287908 2 420 "GO:0005654" "nucleoplasm" 0.660899444601724
1599 0.178220151726872 5 7 "GO:0005662" "DNA replication factor A complex" 0.728927867600409
1128 0.234106042723141 4 11 "GO:0005663" "DNA replication factor C complex" 0.788950464740195
121 0.913529864468795 4 8 "GO:0005664;GO:0000808" "origin recognition complex" 0.992530928788974
1187 0.190965615568537 5 12 "GO:0005665" "RNA polymerase II, core complex" 0.737662666927896
1313 0.0850727878109854 7 17 "GO:0005666" "RNA polymerase III complex" 0.629428628997529
1093 0.0399182761355412 2 35 "GO:0005667" "transcription factor complex" 0.574453514109878
2054 0.10934644719278 4 6 "GO:0005669" "transcription factor TFIID complex" 0.677200402858758
247 0.813289936065139 2 9 "GO:0005675;GO:0032806" "carboxy-terminal domain protein kinase complex" 0.978657464361175
-337 0.677830398687902 4 15 "GO:0005680" "anaphase-promoting complex" 0.934015102760505
347 0.0910693239646856 4 240 "GO:0005681" "spliceosomal complex" 0.656365493452795
1622 0.0456980759741915 2 15 "GO:0005684" "U2-type spliceosomal complex" 0.574628997888238
-476 0.584809295945639 6 13 "GO:0005685" "U1 snRNP" 0.898857651421876
-14 0.989894504265755 2 8 "GO:0005686" "U2 snRNP" 0.99922212943145
892 0.452583029556876 2 7 "GO:0005689" "U12-type spliceosomal complex" 0.887241327066525
699 0.00661858090952139 4 151 "GO:0005694" "chromosome" 0.230093018678067
-411 0.637752135922935 2 13 "GO:0005720" "nuclear heterochromatin" 0.925069497908648
178 0.21375838217302 2 507 "GO:0005730" "nucleolus" 0.775038060516901
50 0.946328020979398 3 18 "GO:0005732" "small nucleolar ribonucleoprotein complex" 0.995159893948086
1253 0.291643705045358 4 7 "GO:0005736" "RNA polymerase I complex" 0.834757838084491
122 0.237854219829906 2 1014 "GO:0005739" "mitochondrion" 0.789729460221767
51 0.903040704079903 2 56 "GO:0005741" "mitochondrial outer membrane" 0.992001963032012
800 0.42064248555953 5 10 "GO:0005750;GO:0045275;GO:0070069" "cytochrome complex" 0.863193433908619
158 0.66519271239706 4 75 "GO:0005758;GO:0031970" "organelle envelope lumen" 0.929382725831353
270 0.265328956089847 3 171 "GO:0005759" "mitochondrial matrix" 0.817067184220426
1050 0.290890850754745 2 10 "GO:0005762;GO:0000315" "mitochondrial large ribosomal subunit" 0.834757838084491
19 0.922751198150998 5 252 "GO:0005764;GO:0000323" "lytic vacuole" 0.995159893948086
-380 0.186120688136584 5 121 "GO:0005765" "lysosomal membrane" 0.733315511258141
118 0.545216871836122 3 267 "GO:0005768" "endosome" 0.898857651421876
-771 0.0670710913485448 4 56 "GO:0005769" "early endosome" 0.62130382977309
2 0.996551078309125 5 78 "GO:0005770" "late endosome" 0.99922212943145
-748 0.500750998735252 2 8 "GO:0005771" "multivesicular body" 0.898857651421876
-84 0.579385624550142 3 443 "GO:0005773" "vacuole" 0.898857651421876
-271 0.0575950155809405 2 508 "GO:0005774;GO:0044437" "vacuolar part" 0.606616123288101
-445 0.751599524147287 4 5 "GO:0005776" "autophagosome" 0.967838784648898
395 0.0990644736526188 3 175 "GO:0005777;GO:0042579" "microbody" 0.660899444601724
406 0.303146505901917 4 64 "GO:0005778;GO:0031903" "microbody membrane" 0.834757838084491
-507 0.494283647066908 2 18 "GO:0005779;GO:0031231" "integral component of peroxisomal membrane" 0.898857651421876
455 0.469464374658553 3 25 "GO:0005782;GO:0031907" "microbody lumen" 0.887241327066525
-58 0.630695746749534 3 726 "GO:0005783" "endoplasmic reticulum" 0.91846878861923
2553 0.0148142843137614 3 9 "GO:0005786;GO:0048500" "signal recognition particle, endoplasmic reticulum targeting" 0.336740078055115
-223 0.345212829208841 3 180 "GO:0005788" "endoplasmic reticulum lumen" 0.856758049263334
-9 0.941301174779415 2 663 "GO:0005789" "endoplasmic reticulum membrane" 0.995159893948086
756 0.3076609240428 2 18 "GO:0005791" "rough endoplasmic reticulum" 0.837915235526704
-224 0.738687372570736 3 22 "GO:0005793" "endoplasmic reticulum-Golgi intermediate compartment" 0.959481839976494
-270 0.026464008397088 2 711 "GO:0005794" "Golgi apparatus" 0.471573161478023
584 0.343415473394082 3 26 "GO:0005795" "Golgi stack" 0.856758049263334
-839 0.376225556195065 2 11 "GO:0005796" "Golgi lumen" 0.856758049263334
-479 0.686639795014622 2 7 "GO:0005797" "Golgi medial cisterna" 0.936854882612408
235 0.731500531589284 2 21 "GO:0005798" "Golgi-associated vesicle" 0.95684612487081
136 0.871271968139933 3 14 "GO:0005801" "cis-Golgi network" 0.978657464361175
-134 0.605691385949548 5 149 "GO:0005802;GO:0098791" "Golgi subcompartment" 0.913075037285256
59 0.884508479726739 2 61 "GO:0005811" "lipid droplet" 0.978657464361175
-211 0.258618455108321 5 292 "GO:0005813" "centrosome" 0.817067184220426
-172 0.569013697700572 2 109 "GO:0005814" "centriole" 0.898857651421876
-35 0.81810526496436 4 437 "GO:0005815" "microtubule organizing center" 0.978657464361175
-190 0.503855063859225 3 123 "GO:0005819" "spindle" 0.898857651421876
-971 0.305375937506707 2 11 "GO:0005826;GO:0070938" "contractile ring" 0.835542495678073
2070 0.0482167470748779 2 9 "GO:0005838" "proteasome regulatory particle" 0.578240470082347
-415 0.621213512873568 2 14 "GO:0005839" "proteasome core complex" 0.91774269468851
197 0.380225244904978 3 200 "GO:0005840" "ribosome" 0.856758049263334
-918 0.136548171201187 3 26 "GO:0005844" "polysome" 0.714159019291164
-301 0.814344681092096 3 6 "GO:0005845" "mRNA cap binding complex" 0.978657464361175
175 0.789182982603677 3 23 "GO:0005847" "mRNA cleavage and polyadenylation specificity factor complex" 0.973710110060069
244 0.651083108168916 2 34 "GO:0005849" "mRNA cleavage factor complex" 0.926794704463243
-260 0.0841981468234334 3 455 "GO:0005856" "cytoskeleton" 0.629428628997529
672 0.0432577180685662 4 90 "GO:0005858;GO:0044447" "axoneme part" 0.574453514109878
-449 0.523319671722069 2 20 "GO:0005865;GO:0036379" "myofilament" 0.898857651421876
-116 0.911506009819476 2 9 "GO:0005868" "cytoplasmic dynein complex" 0.992530928788974
-318 0.804170213906364 2 6 "GO:0005869" "dynactin complex" 0.978657464361175
11 0.960809633688828 2 206 "GO:0005871" "kinesin complex" 0.999163011449963
174 0.198382105423843 2 567 "GO:0005874;GO:0099513;GO:0099512;GO:0099081;GO:0099080" "supramolecular complex" 0.745845640056161
240 0.125167089607462 4 419 "GO:0005875" "microtubule associated complex" 0.681499804174406
6 0.991524414712793 6 32 "GO:0005876" "spindle microtubule" 0.99922212943145
544 0.36035710618758 2 28 "GO:0005881" "cytoplasmic microtubule" 0.856758049263334
524 0.68300942806162 5 6 "GO:0005882" "intermediate filament" 0.936854882612408
581 0.420298959077778 2 19 "GO:0005884" "actin filament" 0.863193433908619
-981 0.349038416172304 4 9 "GO:0005885" "Arp2/3 protein complex" 0.856758049263334
-394 0.0113892820726101 4 423 "GO:0005887;GO:0031226" "intrinsic component of plasma membrane" 0.315773917181175
-375 0.116673006619676 2 176 "GO:0005891;GO:0034704" "calcium channel complex" 0.677200402858758
-1288 0.11252613399053 4 15 "GO:0005901;GO:0044853" "caveola" 0.677200402858758
734 0.400061054980124 2 13 "GO:0005902" "microvillus" 0.856758049263334
467 0.69426849136577 2 7 "GO:0005903" "brush border" 0.938930614181167
-129 0.84016520276664 2 24 "GO:0005905" "clathrin-coated pit" 0.978657464361175
-42 0.815137831074912 2 321 "GO:0005911" "cell-cell junction" 0.978657464361175
-254 0.842811930049971 2 6 "GO:0005915;GO:0005913" "cell-cell adherens junction" 0.978657464361175
-274 0.651144197948434 4 27 "GO:0005923;GO:0070160" "tight junction" 0.926794704463243
127 0.780263468191953 3 48 "GO:0005925;GO:0005924;GO:0005912;GO:0030055;GO:0070161" "adherens junction" 0.973710110060069
90 0.581027963224323 2 388 "GO:0005929" "cilium" 0.898857651421876
554 0.125691165236904 2 76 "GO:0005930" "axoneme" 0.681499804174406
-396 0.145192996843438 3 135 "GO:0005938;GO:0099568" "cytoplasmic region" 0.728927867600409
-586 0.455564626127665 2 16 "GO:0005942" "phosphatidylinositol 3-kinase complex" 0.887241327066525
603 0.473164685840905 4 14 "GO:0005947;GO:0030062" "mitochondrial tricarboxylic acid cycle enzyme complex" 0.890574297235589
96 0.787682497292481 2 78 "GO:0005952" "cAMP-dependent protein kinase complex" 0.973710110060069
294 0.834538163812068 4 5 "GO:0005955" "calcineurin complex" 0.978657464361175
-25 0.984391723733875 2 6 "GO:0005964" "phosphorylase kinase complex" 0.99922212943145
-577 0.582125928697669 2 9 "GO:0005967;GO:0045254" "mitochondrial pyruvate dehydrogenase complex" 0.898857651421876
-864 0.146274782744013 2 28 "GO:0008021;GO:0070382" "exocytic vesicle" 0.728927867600409
-223 0.86228191792688 5 6 "GO:0008023" "transcription elongation factor complex" 0.978657464361175
-1585 0.182171117159737 3 7 "GO:0008074" "guanylate cyclase complex, soluble" 0.730691772588888
-395 0.213288792541912 4 99 "GO:0008076;GO:0034705" "voltage-gated potassium channel complex" 0.775038060516901
1102 0.174604679535059 2 15 "GO:0008180" "COP9 signalosome" 0.728927867600409
1320 0.184218399519026 4 10 "GO:0008250" "oligosaccharyltransferase complex" 0.730691772588888
946 0.277855367992755 3 13 "GO:0008278" "cohesin complex" 0.829121086597067
132 0.833458313971322 3 25 "GO:0008287;GO:1903293" "protein serine/threonine phosphatase complex" 0.978657464361175
584 0.677990658348996 2 5 "GO:0008290" "F-actin capping protein complex" 0.934015102760505
949 0.499452473524121 2 5 "GO:0008352" "katanin complex" 0.898857651421876
598 0.614914636172804 2 7 "GO:0008540" "proteasome regulatory particle, base subcomplex" 0.916842481859133
-302 0.524428653074267 3 44 "GO:0009277" "fungal-type cell wall" 0.898857651421876
188 0.823274086564562 3 14 "GO:0009279" "cell outer membrane" 0.978657464361175
335 0.553314509421176 1 31 "GO:0009295" "nucleoid" 0.898857651421876
2742 0.00579729336856519 2 10 "GO:0009330" "DNA topoisomerase complex (ATP-hydrolyzing)" 0.214551244281947
-352 0.68649332598753 2 13 "GO:0009331" "glycerol-3-phosphate dehydrogenase complex" 0.936854882612408
1044 0.457489963543994 2 5 "GO:0009337" "sulfite reductase complex (NADPH)" 0.887241327066525
563 0.612613416552907 2 8 "GO:0009341" "beta-galactosidase complex" 0.916593744766501
1176 0.402773394104729 3 5 "GO:0009353" "mitochondrial oxoglutarate dehydrogenase complex" 0.856758049263334
412 0.529722408622417 5 23 "GO:0009501" "amyloplast" 0.898857651421876
957 0.120971499848053 4 26 "GO:0009505" "plant-type cell wall" 0.677200402858758
89 0.706008828756377 3 181 "GO:0009506" "plasmodesma" 0.94187633813774
132 0.258946471745336 2 783 "GO:0009507;GO:0009536" "plastid" 0.817067184220426
377 0.788279194383912 3 5 "GO:0009508;GO:0000229" "plastid chromosome" 0.973710110060069
771 0.547837706204562 2 6 "GO:0009509" "chromoplast" 0.898857651421876
9 0.993854341883612 5 7 "GO:0009514" "glyoxysome" 0.99922212943145
2095 0.00986646289900745 2 15 "GO:0009522" "photosystem I" 0.306898924911232
1181 0.000553093540374858 2 85 "GO:0009523;GO:0009521" "photosystem" 0.0817195705903853
-357 0.578611056080584 2 24 "GO:0009524" "phragmoplast" 0.898857651421876
-9 0.980064511326161 5 69 "GO:0009534;GO:0031976" "chloroplast thylakoid" 0.99922212943145
462 0.0122305927705259 3 299 "GO:0009535;GO:0055035;GO:0042651;GO:0034357;GO:0044436" "thylakoid part" 0.315773917181175
1189 0.397669208588496 2 5 "GO:0009538" "photosystem I reaction center" 0.856758049263334
643 0.337663116028024 4 22 "GO:0009543;GO:0031978" "chloroplast thylakoid lumen" 0.856758049263334
199 0.375127666385971 4 200 "GO:0009570;GO:0009532" "plastid stroma" 0.856758049263334
-160 0.611472292248718 3 101 "GO:0009579" "thylakoid" 0.916593744766501
2448 0.019472307539698 2 9 "GO:0009654" "photosystem II oxygen evolving complex" 0.411004776998626
-634 0.261962774767835 5 31 "GO:0009705" "plant-type vacuole membrane" 0.817067184220426
-967 0.0439474276995188 5 43 "GO:0009706;GO:0009528" "plastid inner membrane" 0.574453514109878
-332 0.692749752165897 2 14 "GO:0009707;GO:0009527" "chloroplast outer membrane" 0.938930614181167
-1633 0.169274685744545 2 7 "GO:0009842" "cyanelle" 0.728927867600409
-1078 0.170024071830246 3 16 "GO:0009897" "external side of plasma membrane" 0.728927867600409
1373 0.115402377772242 2 13 "GO:0009898" "cytoplasmic side of plasma membrane" 0.677200402858758
-457 0.383894533071307 3 36 "GO:0009925" "basal plasma membrane" 0.856758049263334
232 0.303547327278835 4 197 "GO:0009941;GO:0009526" "plastid envelope" 0.834757838084491
-364 0.119500569976296 2 184 "GO:0009986" "cell surface" 0.677200402858758
-92 0.625804240202148 2 285 "GO:0010008;GO:0044440" "endosomal part" 0.91774269468851
-57 0.964696197978577 3 6 "GO:0010282" "senescence-associated vacuole" 0.99922212943145
272 0.467769339174167 2 71 "GO:0010287" "plastoglobule" 0.887241327066525
899 0.268208178914996 4 15 "GO:0010319" "stromule" 0.817067184220426
-582 0.178424959481421 3 53 "GO:0010494" "cytoplasmic stress granule" 0.728927867600409
-140 0.76338790896928 2 46 "GO:0012505" "endomembrane system" 0.968894873448135
-762 0.317820956082997 5 17 "GO:0012507" "ER to Golgi transport vesicle membrane" 0.838780650756781
-241 0.552649879863373 2 60 "GO:0014069;GO:0099572" "postsynaptic specialization" 0.898857651421876
-602 0.544911379221668 2 10 "GO:0014701;GO:0033018" "sarcoplasmic reticulum lumen" 0.898857651421876
-280 0.429263790225674 4 79 "GO:0014704;GO:0044291" "intercalated disc" 0.870215450735434
894 0.172807862045705 6 23 "GO:0015030" "Cajal body" 0.728927867600409
-590 0.168296791705107 5 54 "GO:0015629" "actin cytoskeleton" 0.728927867600409
223 0.606020140780862 2 53 "GO:0015630" "microtubule cytoskeleton" 0.913075037285256
330 0.417126711287521 3 60 "GO:0015934" "large ribosomal subunit" 0.863193433908619
403 0.374841694764813 4 48 "GO:0015935" "small ribosomal subunit" 0.856758049263334
-1132 0.19415035642483 2 13 "GO:0016234" "inclusion body" 0.740276520303707
-294 0.804751406508258 2 7 "GO:0016272" "prefoldin complex" 0.978657464361175
-133 0.904872974165154 2 8 "GO:0016281" "eukaryotic translation initiation factor 4F complex" 0.992170552377748
555 0.265007660039832 2 40 "GO:0016282;GO:0070993;GO:0033290;GO:0005852" "translation preinitiation complex" 0.817067184220426
-183 0.463450107612108 3 160 "GO:0016323" "basolateral plasma membrane" 0.887241327066525
-410 0.143821031738884 2 127 "GO:0016324" "apical plasma membrane" 0.728927867600409
651 0.234676245318834 2 33 "GO:0016363" "nuclear matrix" 0.788950464740195
-156 0.721606497915509 2 52 "GO:0016459" "myosin complex" 0.95407033617017
-1237 0.297855486470306 3 7 "GO:0016461" "unconventional myosin complex" 0.834757838084491
-543 0.566786677551304 4 11 "GO:0016471;GO:0033176;GO:0016469" "proton-transporting two-sector ATPase complex" 0.898857651421876
-506 0.101966480255644 2 104 "GO:0016529;GO:0014731" "sarcoplasmic reticulum" 0.661247835833085
776 0.580724119383557 4 5 "GO:0016591" "RNA polymerase II, holoenzyme" 0.898857651421876
-423 0.703173176782304 2 8 "GO:0016592" "mediator complex" 0.940215718276791
172 0.476608518752775 2 172 "GO:0016604" "nuclear body" 0.89218742405073
593 0.286387039310128 6 32 "GO:0016605" "PML body" 0.834757838084491
102 0.720797540837773 2 122 "GO:0016607" "nuclear speck" 0.95407033617017
1526 0.234359815750897 3 6 "GO:0016939" "kinesin II complex" 0.788950464740195
-1951 0.165090970109619 3 5 "GO:0017071" "intracellular cyclic nucleotide activated cation channel complex" 0.728927867600409
-509 0.717493495208879 2 5 "GO:0017109" "glutamate-cysteine ligase complex" 0.95407033617017
571 0.607171725301363 3 8 "GO:0017119" "Golgi transport complex" 0.913075037285256
-1475 0.0906393162403083 2 13 "GO:0019005" "SCF ubiquitin ligase complex" 0.656365493452795
-1214 0.38773497955198 2 5 "GO:0019008" "molybdopterin synthase complex" 0.856758049263334
-616 0.630961638205427 1 6 "GO:0019012" "virion" 0.91846878861923
764 0.420443865933825 2 11 "GO:0019773" "proteasome core complex, alpha-subunit complex" 0.863193433908619
-1234 0.0265267479643494 2 32 "GO:0019897" "extrinsic component of plasma membrane" 0.471573161478023
-222 0.517046651606885 2 85 "GO:0019898" "extrinsic component of membrane" 0.898857651421876
-2732 0.0332416634484898 2 6 "GO:0020005" "symbiont-containing vacuole membrane" 0.545717308279374
1714 0.149015316230586 2 7 "GO:0020020" "food vacuole" 0.728927867600409
454 0.723320433639704 2 6 "GO:0022624" "proteasome accessory complex" 0.954201732770235
-231 0.67298866581582 2 33 "GO:0022625" "cytosolic large ribosomal subunit" 0.934015102760505
204 0.674409445296954 2 42 "GO:0022626" "cytosolic ribosome" 0.934015102760505
-118 0.839582894949755 2 29 "GO:0022627" "cytosolic small ribosomal subunit" 0.978657464361175
-1086 0.397172204902779 3 6 "GO:0030008" "TRAPP complex" 0.856758049263334
-1175 0.094724610894242 2 20 "GO:0030014" "CCR4-NOT complex" 0.660899444601724
-2096 0.135860857749367 2 5 "GO:0030015" "CCR4-NOT core complex" 0.714159019291164
-767 0.287533106015464 4 19 "GO:0030016;GO:0043292" "contractile fiber" 0.834757838084491
-1334 0.230061028650054 2 8 "GO:0030017" "sarcomere" 0.788950464740195
39 0.94381132034672 2 33 "GO:0030027" "lamellipodium" 0.995159893948086
-172 0.245193147698578 1 473 "GO:0030054" "cell junction" 0.797645155577772
1143 0.0049460985005082 2 60 "GO:0030076" "light-harvesting complex" 0.214551244281947
368 0.390232293500465 2 54 "GO:0030117" "membrane coat" 0.856758049263334
-54 0.938810433198657 3 20 "GO:0030118" "clathrin coat" 0.995159893948086
942 0.061485092192998 2 39 "GO:0030119;GO:0030131" "AP-type membrane coat adaptor complex" 0.62130382977309
545 0.291898766765885 4 37 "GO:0030120" "vesicle coat" 0.834757838084491
45 0.957466339133283 3 14 "GO:0030122" "AP-2 adaptor complex" 0.999163011449963
1181 0.400695100031089 4 5 "GO:0030123" "AP-3 adaptor complex" 0.856758049263334
42 0.968247567008584 2 9 "GO:0030125" "clathrin vesicle coat" 0.99922212943145
260 0.733420126170012 2 17 "GO:0030126" "COPI vesicle coat" 0.95684612487081
1164 0.199396973145302 2 12 "GO:0030127" "COPII vesicle coat" 0.745845640056161
1450 0.302121870449441 5 5 "GO:0030130" "clathrin coat of trans-Golgi network vesicle" 0.834757838084491
-130 0.8774432402176 2 14 "GO:0030132" "clathrin coat of coated pit" 0.978657464361175
-654 0.14594871859321 5 49 "GO:0030133" "transport vesicle" 0.728927867600409
-56 0.952907904451734 2 11 "GO:0030134" "COPII-coated ER to Golgi transport vesicle" 0.998525836047828
-201 0.701788018393924 5 36 "GO:0030135" "coated vesicle" 0.940215718276791
-559 0.404167692320575 2 22 "GO:0030136" "clathrin-coated vesicle" 0.856758049263334
22 0.937653391112922 3 127 "GO:0030139;GO:0045335" "endocytic vesicle" 0.995159893948086
-690 0.623255019550443 2 5 "GO:0030140" "trans-Golgi network transport vesicle" 0.91774269468851
-524 0.234500385852103 2 51 "GO:0030141" "secretory granule" 0.788950464740195
-876 0.378242153533925 2 10 "GO:0030173" "integral component of Golgi membrane" 0.856758049263334
745 0.375169764043005 3 14 "GO:0030175" "filopodium" 0.856758049263334
208 0.501711148475324 2 104 "GO:0030176;GO:0031227" "intrinsic component of endoplasmic reticulum membrane" 0.898857651421876
494 0.0414438559509233 2 171 "GO:0030286" "dynein complex" 0.574453514109878
877 0.429954165168776 2 8 "GO:0030288" "outer membrane-bounded periplasmic space" 0.870215450735434
186 0.572894875348656 3 91 "GO:0030315" "T-tubule" 0.898857651421876
-404 0.10293536530735 3 163 "GO:0030424" "axon" 0.661247835833085
47 0.83552671701684 4 195 "GO:0030425" "dendrite" 0.978657464361175
-739 0.170582695493473 2 34 "GO:0030426" "growth cone" 0.728927867600409
-454 0.267823706654065 2 59 "GO:0030427" "site of polarized growth" 0.817067184220426
143 0.855822430380908 2 16 "GO:0030428" "cell septum" 0.978657464361175
-522 0.565010669946987 2 12 "GO:0030479;GO:0061645" "actin cortical patch" 0.898857651421876
-98 0.772669659828774 2 87 "GO:0030496" "midbody" 0.969207171366251
9 0.98391459457743 4 45 "GO:0030532;GO:0120114" "Sm-like protein family complex" 0.99922212943145
-962 0.0235458059337184 2 55 "GO:0030658" "transport vesicle membrane" 0.463852376894252
-316 0.176426507237326 2 184 "GO:0030659;GO:0012506" "vesicle membrane" 0.728927867600409
-464 0.469892614842339 3 24 "GO:0030660" "Golgi-associated vesicle membrane" 0.887241327066525
294 0.586362459264663 4 34 "GO:0030662" "coated vesicle membrane" 0.898857651421876
1574 0.0710854060958062 5 13 "GO:0030665" "clathrin-coated vesicle membrane" 0.62130382977309
252 0.726587932341791 5 19 "GO:0030667" "secretory granule membrane" 0.956377434329618
-937 0.121589767918239 6 27 "GO:0030670;GO:0030666" "endocytic vesicle membrane" 0.677200402858758
-856 0.165322656578912 6 26 "GO:0030672;GO:0099501" "exocytic vesicle membrane" 0.728927867600409
-580 0.147327125770622 4 62 "GO:0030673;GO:0032589;GO:0030863" "cortical cytoskeleton" 0.728927867600409
201 0.825107185374481 2 12 "GO:0030687" "preribosome, large subunit precursor" 0.978657464361175
-19 0.989093773522557 4 5 "GO:0030689" "Noc complex" 0.99922212943145
-244 0.815761837679732 3 9 "GO:0030864" "cortical actin cytoskeleton" 0.978657464361175
